Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Mauritius,1271767,2020-11-21,494,0.038843593
Mauritius,1271767,2020-11-22,494,0.038843593
Mauritius,1271767,2020-11-23,494,0.038843593
Mauritius,1271767,2020-11-24,494,0.038843593
Libya,6871287,2020-07-26,2669,0.038842796
Greece,10423056,2020-07-21,4048,0.038836978
Cote d'Ivoire,26378275,2020-07-03,10244,0.038834988
Timor,1318442,2021-03-29,512,0.038833714
Uzbekistan,33469199,2020-07-12,12997,0.038832719
Kuwait,4270563,2020-04-17,1658,0.038823921
New Zealand,4822233,2020-10-12,1872,0.03882019
Egypt,102334403,2020-06-11,39726,0.03881979
Madagascar,27691019,2020-07-30,10748,0.038814028
El Salvador,6486201,2020-05-31,2517,0.038805458
Georgia,3989175,2020-09-02,1548,0.038805016
New Zealand,4822233,2020-10-10,1871,0.038799452
New Zealand,4822233,2020-10-11,1871,0.038799452
Slovakia,5459643,2020-07-24,2118,0.038793745
Mali,20250834,2021-01-18,7855,0.038788526
New Zealand,4822233,2020-10-09,1870,0.038778715
Sierra Leone,7976985,2021-01-22,3093,0.038774048
Gabon,2225728,2020-05-12,863,0.03877383
Panama,4314768,2020-04-04,1673,0.038773811
Comoros,869595,2020-07-21,337,0.038753673
Comoros,869595,2020-07-22,337,0.038753673
Bhutan,771612,2020-10-05,299,0.038750045
Rwanda,12952209,2020-10-22,5017,0.038734705
Hungary,9660350,2020-05-24,3741,0.038725305
Mali,20250834,2021-01-17,7839,0.038709517
Nigeria,206139587,2020-12-22,79789,0.038706297
Eswatini,1160164,2020-06-11,449,0.038701425
Jamaica,2961161,2020-08-18,1146,0.038701037
Rwanda,12952209,2020-10-21,5012,0.038696102
New Zealand,4822233,2020-10-08,1866,0.038695766
Gambia,2416664,2020-08-06,935,0.038689698
Thailand,69799978,2021-03-15,27005,0.038689124
Togo,8278737,2020-12-11,3202,0.038677397
Liberia,5057677,2021-02-05,1956,0.038673881
Liberia,5057677,2021-02-06,1956,0.038673881
Liberia,5057677,2021-02-07,1956,0.038673881
Liberia,5057677,2021-02-08,1956,0.038673881
Liberia,5057677,2021-02-09,1956,0.038673881
Liberia,5057677,2021-02-10,1956,0.038673881
Liberia,5057677,2021-02-11,1956,0.038673881
Liberia,5057677,2021-02-12,1956,0.038673881
Liberia,5057677,2021-02-13,1956,0.038673881
Liberia,5057677,2021-02-14,1956,0.038673881
Moldova,4033963,2020-04-11,1560,0.038671649
Guinea-Bissau,1967998,2020-05-11,761,0.038668738
Burkina Faso,20903278,2021-01-10,8082,0.038663792
New Zealand,4822233,2020-10-07,1864,0.038654291
Zimbabwe,14862927,2020-08-20,5745,0.038653221
Bosnia and Herzegovina,3280815,2020-04-18,1268,0.038648933
Tajikistan,9537642,2020-05-29,3686,0.038646869
Cuba,11326616,2020-09-08,4377,0.038643492
Mali,20250834,2021-01-16,7823,0.038630508
Uganda,45741000,2020-11-21,17667,0.038623992
Sierra Leone,7976985,2021-01-21,3081,0.038623615
Syria,17500657,2020-11-16,6759,0.038621407
Bhutan,771612,2020-10-04,298,0.038620447
Mauritius,1271767,2020-11-16,491,0.038607701
Mauritius,1271767,2020-11-17,491,0.038607701
Pakistan,220892331,2020-06-03,85264,0.038599801
New Zealand,4822233,2020-10-06,1861,0.03859208
Angola,32866268,2020-11-09,12680,0.03858059
Slovenia,2078932,2020-03-31,802,0.0385775
Thailand,69799978,2021-03-14,26927,0.038577376
Senegal,16743930,2020-06-27,6459,0.038575173
Rwanda,12952209,2020-10-20,4996,0.038572571
Lithuania,2722291,2020-04-17,1050,0.038570454
Japan,126476458,2020-08-09,48782,0.038570024
Latvia,1886202,2020-04-19,727,0.038543062
Rwanda,12952209,2020-10-19,4992,0.038541688
Chile,19116209,2020-04-11,7366,0.038532745
Argentina,45195777,2020-06-01,17415,0.038532361
New Zealand,4822233,2020-10-05,1858,0.038529868
Kazakhstan,18776707,2020-05-21,7234,0.038526457
Mongolia,3278292,2021-01-02,1263,0.038526159
Ukraine,43733759,2020-05-14,16847,0.038521729
Mali,20250834,2021-01-15,7800,0.038516932
Morocco,36910558,2020-07-05,14215,0.038512016
Ghana,31072945,2020-06-14,11964,0.038502948
Ghana,31072945,2020-06-15,11964,0.038502948
Iran,83992953,2020-03-27,32332,0.038493706
Algeria,43851043,2020-07-07,16879,0.038491673
Greece,10423056,2020-07-20,4012,0.03849159
Belize,397621,2020-08-09,153,0.038478853
New Zealand,4822233,2020-10-04,1855,0.038467656
Sudan,43849269,2020-11-25,16864,0.038459022
Liberia,5057677,2021-02-03,1945,0.03845639
Liberia,5057677,2021-02-04,1945,0.03845639
New Zealand,4822233,2020-10-03,1854,0.038446919
Greece,10423056,2020-07-19,4007,0.03844362
Liberia,5057677,2021-02-01,1944,0.038436618
Liberia,5057677,2021-02-02,1944,0.038436618
Togo,8278737,2020-12-10,3182,0.038435815
Hungary,9660350,2020-05-23,3713,0.03843546
Eritrea,3546427,2021-01-04,1363,0.038433048
Eritrea,3546427,2021-01-05,1363,0.038433048
Uruguay,3473727,2020-08-08,1335,0.038431345
Tunisia,11818618,2020-09-04,4542,0.038430889
Cuba,11326616,2020-09-07,4352,0.038422773
South Korea,51269183,2020-08-29,19699,0.038422691
Australia,25499881,2020-07-11,9797,0.038419787
Spain,46754783,2020-03-19,17963,0.038419599
Comoros,869595,2020-07-19,334,0.038408685
Comoros,869595,2020-07-20,334,0.038408685
Rwanda,12952209,2020-10-18,4974,0.038402716
Bolivia,11673029,2020-05-19,4481,0.038387637
Rwanda,12952209,2020-10-17,4971,0.038379554
Kenya,53771300,2020-07-31,20636,0.03837735
Guinea,13132792,2020-06-23,5040,0.038377216
Montenegro,628062,2020-04-07,241,0.038372008
Paraguay,7132530,2020-07-10,2736,0.03835946
Malawi,19129955,2021-01-06,7337,0.038353462
Mozambique,31255435,2020-10-25,11986,0.03834853
Mauritania,4649660,2020-06-14,1783,0.03834689
New Zealand,4822233,2020-10-02,1849,0.038343232
Asia,4639847425,2020-06-18,1778904,0.038339709
Liberia,5057677,2021-01-29,1939,0.038337759
Liberia,5057677,2021-01-30,1939,0.038337759
Liberia,5057677,2021-01-31,1939,0.038337759
Thailand,69799978,2021-03-13,26757,0.038333823
Rwanda,12952209,2020-10-16,4965,0.038333229
India,1380004385,2020-06-27,528859,0.038322994
New Zealand,4822233,2020-09-30,1848,0.038322495
New Zealand,4822233,2020-10-01,1848,0.038322495
Iraq,40222503,2020-06-10,15414,0.038321832
Mali,20250834,2021-01-14,7759,0.038314471
Nepal,29136808,2020-06-25,11162,0.038308932
Central African Republic,4829764,2020-06-08,1850,0.038304149
Central African Republic,4829764,2020-06-09,1850,0.038304149
Liberia,5057677,2021-01-27,1936,0.038278443
Liberia,5057677,2021-01-28,1936,0.038278443
Barbados,287371,2020-07-26,110,0.038278045
Barbados,287371,2020-07-27,110,0.038278045
Barbados,287371,2020-07-28,110,0.038278045
Barbados,287371,2020-07-29,110,0.038278045
Barbados,287371,2020-07-30,110,0.038278045
Barbados,287371,2020-07-31,110,0.038278045
Malta,441539,2020-03-31,169,0.038275215
Bangladesh,164689383,2020-06-06,63026,0.038269619
Slovakia,5459643,2020-07-23,2089,0.038262575
Malaysia,32365998,2020-10-04,12381,0.038253107
Rwanda,12952209,2020-10-15,4953,0.038240581
Thailand,69799978,2021-03-12,26679,0.038222075
Nigeria,206139587,2020-12-21,78790,0.038221674
Grenada,112519,2020-12-07,43,0.038215768
Grenada,112519,2020-12-08,43,0.038215768
Grenada,112519,2020-12-09,43,0.038215768
Grenada,112519,2020-12-10,43,0.038215768
Grenada,112519,2020-12-11,43,0.038215768
Grenada,112519,2020-12-12,43,0.038215768
Cambodia,16718971,2021-04-18,6389,0.038214074
Greece,10423056,2020-07-18,3983,0.038213361
Mali,20250834,2021-01-13,7738,0.038210772
Czechia,10708982,2020-04-03,4091,0.038201577
Liberia,5057677,2021-01-26,1932,0.038199355
Zambia,18383956,2020-08-05,7022,0.038196349
Syria,17500657,2020-11-15,6684,0.038192852
Albania,2877800,2020-05-29,1099,0.038188894
Indonesia,273523621,2020-07-29,104432,0.038180249
Mexico,128932753,2020-05-17,49219,0.038174164
Philippines,109581085,2020-07-04,41830,0.038172646
Venezuela,28435943,2020-07-16,10854,0.038170002
World,7794798729,2020-04-26,2973513,0.038147399
Uruguay,3473727,2020-08-07,1325,0.03814347
Guyana,786559,2020-07-13,300,0.038140813
Rwanda,12952209,2020-10-14,4940,0.038140212
Poland,37846605,2020-05-05,14431,0.038130237
Jamaica,2961161,2020-08-17,1129,0.038126937
South Sudan,11193729,2021-02-04,4267,0.038119558
Uganda,45741000,2020-11-20,17431,0.038108043
Thailand,69799978,2021-03-11,26598,0.038106029
Liberia,5057677,2021-01-25,1927,0.038100496
Lebanon,6825442,2020-07-16,2599,0.03807812
South Africa,59308690,2020-05-24,22583,0.038077051
New Zealand,4822233,2020-09-29,1836,0.038073648
Hungary,9660350,2020-05-22,3678,0.038073155
Costa Rica,5094114,2020-06-18,1939,0.038063538
Togo,8278737,2020-12-09,3151,0.038061361
Mozambique,31255435,2020-10-24,11895,0.038057381
New Zealand,4822233,2020-09-28,1835,0.03805291
Nigeria,206139587,2020-12-20,78434,0.038048975
Cuba,11326616,2020-09-06,4309,0.038043137
Dominican Republic,10847904,2020-04-17,4126,0.038034997
Greece,10423056,2020-07-17,3964,0.038031073
Nicaragua,6624554,2020-06-30,2519,0.038025201
Nicaragua,6624554,2020-07-01,2519,0.038025201
Nicaragua,6624554,2020-07-02,2519,0.038025201
Nicaragua,6624554,2020-07-03,2519,0.038025201
Nicaragua,6624554,2020-07-04,2519,0.038025201
Nicaragua,6624554,2020-07-05,2519,0.038025201
Nicaragua,6624554,2020-07-06,2519,0.038025201
Thailand,69799978,2021-03-10,26540,0.038022935
Azerbaijan,10139175,2020-05-22,3855,0.038020845
New Zealand,4822233,2020-09-26,1833,0.038011436
New Zealand,4822233,2020-09-27,1833,0.038011436
Ethiopia,114963583,2020-08-25,43688,0.038001599
Sierra Leone,7976985,2021-01-19,3030,0.037984276
Sierra Leone,7976985,2021-01-20,3030,0.037984276
Denmark,5792203,2020-03-27,2200,0.037982094
Guinea,13132792,2020-06-21,4988,0.037981261
Guinea,13132792,2020-06-22,4988,0.037981261
New Zealand,4822233,2020-09-25,1831,0.037969961
Sudan,43849269,2020-11-24,16649,0.037968706
Thailand,69799978,2021-03-09,26501,0.037967061
Zimbabwe,14862927,2020-08-19,5643,0.03796695
Mali,20250834,2021-01-12,7687,0.03795893
Senegal,16743930,2020-06-26,6354,0.03794808
Cuba,11326616,2020-09-05,4298,0.03794602
Uruguay,3473727,2020-08-06,1318,0.037941957
New Zealand,4822233,2020-09-24,1829,0.037928487
Guatemala,17915567,2020-06-06,6792,0.037911164
Rwanda,12952209,2020-10-13,4908,0.03789315
Kyrgyzstan,6524191,2020-06-15,2472,0.037889755
New Zealand,4822233,2020-09-23,1827,0.037887012
Mongolia,3278292,2021-01-01,1242,0.037885582
Peru,32971846,2020-04-16,12491,0.037883836
Thailand,69799978,2021-03-07,26441,0.037881101
Thailand,69799978,2021-03-08,26441,0.037881101
Africa,1340598113,2020-07-07,507818,0.037879958
Cote d'Ivoire,26378275,2020-07-02,9992,0.037879657
Rwanda,12952209,2020-10-12,4905,0.037869988
Somalia,15893219,2021-02-21,6017,0.037858913
Georgia,3989175,2020-09-01,1510,0.037852438
Mali,20250834,2021-01-11,7664,0.037845355
Liberia,5057677,2021-01-23,1914,0.037843461
Liberia,5057677,2021-01-24,1914,0.037843461
South Korea,51269183,2020-08-28,19400,0.037839495
Togo,8278737,2020-12-08,3132,0.037831858
Angola,32866268,2020-11-08,12433,0.037829059
New Zealand,4822233,2020-09-22,1824,0.0378248
Kosovo,1932774,2020-04-26,731,0.037821287
Bulgaria,6948445,2020-06-05,2627,0.03780702
Nigeria,206139587,2020-12-19,77933,0.037805936
Liberia,5057677,2021-01-22,1912,0.037803917
Rwanda,12952209,2020-10-11,4896,0.037800502
Greece,10423056,2020-07-16,3939,0.03779122
Haiti,11402533,2020-06-16,4309,0.037789849
Bahrain,1701583,2020-04-02,643,0.037788342
Syria,17500657,2020-11-14,6613,0.037787153
Sierra Leone,7976985,2021-01-18,3014,0.037783699
Namibia,2540916,2020-07-15,960,0.03778165
United Arab Emirates,9890400,2020-04-11,3736,0.037774003
Rwanda,12952209,2020-10-10,4892,0.037769619
Guinea,13132792,2020-06-20,4960,0.037768054
United States,331002647,2020-03-28,125013,0.037767976
Guyana,786559,2020-07-12,297,0.037759405
Rwanda,12952209,2020-10-09,4890,0.037754178
Jordan,10203140,2020-09-16,3852,0.037753084
Latvia,1886202,2020-04-18,712,0.037747813
Comoros,869595,2020-07-16,328,0.037718708
Comoros,869595,2020-07-17,328,0.037718708
Comoros,869595,2020-07-18,328,0.037718708
Rwanda,12952209,2020-10-08,4885,0.037715574
Rwanda,12952209,2020-10-07,4883,0.037700133
Slovakia,5459643,2020-07-22,2058,0.037694772
Hungary,9660350,2020-05-21,3641,0.037690146
Thailand,69799978,2021-03-06,26305,0.037686258
Sierra Leone,7976985,2021-01-17,3006,0.03768341
Uruguay,3473727,2020-08-05,1309,0.037682869
Cuba,11326616,2020-09-04,4266,0.0376635
New Zealand,4822233,2020-09-19,1815,0.037638165
New Zealand,4822233,2020-09-20,1815,0.037638165
New Zealand,4822233,2020-09-21,1815,0.037638165
Burkina Faso,20903278,2021-01-08,7866,0.037630462
Burkina Faso,20903278,2021-01-09,7866,0.037630462
Rwanda,12952209,2020-10-06,4873,0.037622926
Benin,12123198,2021-02-10,4560,0.037613838
Benin,12123198,2021-02-11,4560,0.037613838
Benin,12123198,2021-02-12,4560,0.037613838
Benin,12123198,2021-02-13,4560,0.037613838
Benin,12123198,2021-02-14,4560,0.037613838
Saint Kitts and Nevis,53192,2020-11-22,20,0.037599639
Saint Kitts and Nevis,53192,2020-11-23,20,0.037599639
Colombia,50882884,2020-05-22,19131,0.037598105
Thailand,69799978,2021-03-05,26241,0.037594568
Mozambique,31255435,2020-10-23,11748,0.037587063
Jamaica,2961161,2020-08-16,1113,0.037586609
Liberia,5057677,2021-01-20,1901,0.037586426
Liberia,5057677,2021-01-21,1901,0.037586426
Mauritius,1271767,2020-11-15,478,0.037585501
Barbados,287371,2020-07-24,108,0.03758208
Barbados,287371,2020-07-25,108,0.03758208
Togo,8278737,2020-12-07,3111,0.037578196
Rwanda,12952209,2020-10-05,4867,0.037576602
Netherlands,17134873,2020-03-25,6438,0.037572499
Rwanda,12952209,2020-10-04,4866,0.037568881
Ukraine,43733759,2020-05-13,16425,0.037556799
New Zealand,4822233,2020-09-18,1811,0.037555216
Oceania,42677809,2020-07-25,16025,0.037548788
Papua New Guinea,8947027,2021-03-22,3359,0.037543197
Lithuania,2722291,2020-04-16,1022,0.037541909
Angola,32866268,2020-11-07,12335,0.037530881
Mali,20250834,2021-01-10,7600,0.037529319
Liberia,5057677,2021-01-19,1898,0.03752711
New Zealand,4822233,2020-09-16,1809,0.037513741
New Zealand,4822233,2020-09-17,1809,0.037513741
Greece,10423056,2020-07-15,3910,0.03751299
Romania,19237682,2020-04-15,7216,0.037509717
Armenia,2963234,2020-04-15,1111,0.03749282
Uganda,45741000,2020-11-19,17148,0.037489342
Brazil,212559409,2020-04-29,79685,0.037488343
Liberia,5057677,2021-01-18,1896,0.037487566
Thailand,69799978,2021-03-04,26162,0.037481387
Sudan,43849269,2020-11-23,16431,0.037471548
Australia,25499881,2020-07-10,9553,0.03746292
Rwanda,12952209,2020-10-03,4852,0.037460791
Asia,4639847425,2020-06-17,1737796,0.037453732
Morocco,36910558,2020-07-04,13822,0.03744728
Syria,17500657,2020-11-13,6552,0.037438594
Japan,126476458,2020-08-08,47342,0.037431472
Uruguay,3473727,2020-08-04,1300,0.037423781
Rwanda,12952209,2020-10-02,4847,0.037422188
Egypt,102334403,2020-06-10,38284,0.037410684
Algeria,43851043,2020-07-06,16404,0.03740846
Thailand,69799978,2021-03-03,26108,0.037404023
Rwanda,12952209,2020-10-01,4843,0.037391305
Albania,2877800,2020-05-28,1076,0.037389673
Uzbekistan,33469199,2020-07-11,12513,0.037386613
Togo,8278737,2020-12-06,3095,0.03738493
New Zealand,4822233,2020-09-15,1802,0.03736858
Rwanda,12952209,2020-09-30,4840,0.037368143
Croatia,4105268,2020-04-11,1534,0.037366623
Nigeria,206139587,2020-12-18,77013,0.037359636
Tajikistan,9537642,2020-05-28,3563,0.037357242
Mali,20250834,2021-01-09,7565,0.037356486
Thailand,69799978,2021-03-02,26073,0.03735388
New Zealand,4822233,2020-09-14,1801,0.037347843
Malaysia,32365998,2020-10-03,12088,0.037347836
Guinea,13132792,2020-06-19,4904,0.037341641
Rwanda,12952209,2020-09-29,4836,0.03733726
Afghanistan,38928341,2020-05-30,14528,0.037319854
Qatar,2881060,2020-04-03,1075,0.037312656
Indonesia,273523621,2020-07-28,102051,0.037309758
Liberia,5057677,2021-01-16,1887,0.037309619
Liberia,5057677,2021-01-17,1887,0.037309619
Rwanda,12952209,2020-09-28,4832,0.037306378
Oman,5106622,2020-04-25,1905,0.037304504
Thailand,69799978,2021-02-28,26031,0.037293708
Thailand,69799978,2021-03-01,26031,0.037293708
New Zealand,4822233,2020-09-13,1798,0.037285631
Argentina,45195777,2020-05-31,16851,0.037284457
Georgia,3989175,2020-08-31,1487,0.037275878
New Zealand,4822233,2020-09-12,1797,0.037264894
Madagascar,27691019,2020-07-29,10317,0.037257567
Greece,10423056,2020-07-14,3883,0.037253949
Lesotho,2142252,2020-08-12,798,0.03725052
Hungary,9660350,2020-05-20,3598,0.037245027
Lebanon,6825442,2020-07-15,2542,0.037243009
Timor,1318442,2021-03-28,491,0.037240925
Sierra Leone,7976985,2021-01-16,2970,0.037232112
World,7794798729,2020-04-25,2901925,0.037228992
Senegal,16743930,2020-06-25,6233,0.03722543
New Zealand,4822233,2020-09-11,1795,0.037223419
Eritrea,3546427,2020-12-31,1320,0.03722056
Eritrea,3546427,2021-01-01,1320,0.03722056
Eritrea,3546427,2021-01-02,1320,0.03722056
Eritrea,3546427,2021-01-03,1320,0.03722056
Mongolia,3278292,2020-12-31,1220,0.037214501
Rwanda,12952209,2020-09-27,4820,0.037213729
Liberia,5057677,2021-01-15,1882,0.037210759
South Korea,51269183,2020-08-27,19077,0.037209487
Equatorial Guinea,1402985,2020-05-13,522,0.037206385
Cuba,11326616,2020-09-03,4214,0.037204404
Bulgaria,6948445,2020-06-04,2585,0.037202568
Angola,32866268,2020-11-06,12223,0.037190106
New Zealand,4822233,2020-09-10,1793,0.037181945
Thailand,69799978,2021-02-27,25951,0.037179095
Tunisia,11818618,2020-09-03,4394,0.037178628
France,68147687,2020-03-25,25334,0.037175143
Malawi,19129955,2021-01-05,7110,0.037166841
Uruguay,3473727,2020-08-03,1291,0.037164694
New Zealand,4822233,2020-09-09,1792,0.037161207
Cameroon,26545864,2020-06-15,9864,0.037158331
Cameroon,26545864,2020-06-16,9864,0.037158331
Cameroon,26545864,2020-06-17,9864,0.037158331
Cameroon,26545864,2020-06-18,9864,0.037158331
Rwanda,12952209,2020-09-26,4811,0.037144243
Liberia,5057677,2021-01-14,1878,0.037131671
Kazakhstan,18776707,2020-05-20,6969,0.037115134
Liberia,5057677,2021-01-13,1877,0.037111899
Montenegro,628062,2020-04-06,233,0.037098248
Mali,20250834,2021-01-08,7512,0.037094769
Sierra Leone,7976985,2021-01-15,2959,0.037094215
Liberia,5057677,2021-01-12,1876,0.037092127
New Zealand,4822233,2020-09-08,1788,0.037078258
Libya,6871287,2020-07-25,2547,0.037067292
Mongolia,3278292,2020-12-30,1215,0.037061982
Syria,17500657,2020-11-12,6486,0.037061466
Somalia,15893219,2021-02-20,5889,0.037053538
Rwanda,12952209,2020-09-25,4798,0.037043874
Kenya,53771300,2020-07-30,19913,0.037032767
Uruguay,3473727,2020-08-02,1286,0.037020756
Slovakia,5459643,2020-07-21,2021,0.037017072
Poland,37846605,2020-05-04,14006,0.037007282
Bosnia and Herzegovina,3280815,2020-04-17,1214,0.037003001
Guyana,786559,2020-07-11,291,0.036996589
Paraguay,7132530,2020-07-09,2638,0.036985474
Mozambique,31255435,2020-10-22,11559,0.036982368
Thailand,69799978,2021-02-26,25809,0.036975656
Azerbaijan,10139175,2020-05-21,3749,0.036975395
Rwanda,12952209,2020-09-24,4789,0.036974388
Nigeria,206139587,2020-12-17,76207,0.036968639
Uganda,45741000,2020-11-18,16905,0.03695809
Mauritius,1271767,2020-11-13,470,0.036956455
Mauritius,1271767,2020-11-14,470,0.036956455
New Zealand,4822233,2020-09-07,1782,0.036953834
Zambia,18383956,2020-08-04,6793,0.036950698
El Salvador,6486201,2020-05-30,2395,0.036924542
Sudan,43849269,2020-11-22,16187,0.036915097
Comoros,869595,2020-07-14,321,0.036913736
Comoros,869595,2020-07-15,321,0.036913736
Thailand,69799978,2021-02-25,25764,0.036911186
Burkina Faso,20903278,2021-01-07,7713,0.036898519
Rwanda,12952209,2020-09-23,4779,0.036897181
Guinea-Bissau,1967998,2020-05-10,726,0.036890281
Barbados,287371,2020-07-20,106,0.036886116
Barbados,287371,2020-07-21,106,0.036886116
Barbados,287371,2020-07-22,106,0.036886116
